[00:00:00 --> 00:00:02]  У-а-у! У-а-у!
[01:30:43 --> 01:30:48]  Эрикомендую убрать 1,2 см, они более долговечные и меньше играют.
[01:30:48 --> 01:30:53]  Вот либо с точки зрения долговечности рекомендую убрать сетки вот такие вот.
[01:30:53 --> 01:30:56]  Здесь еще и колонт 3,3 см.
[01:30:56 --> 01:30:59]  Но это сварная сетка, полученой 3,5 см.
[01:30:59 --> 01:31:02]  Само по себе вот сам по себе проток.
[01:31:02 --> 01:31:07]  Это вечную сетка, очень надежно, креккая.
[01:31:07 --> 01:31:09]  Вот с ней вообще ничего не будет.
[01:31:09 --> 01:31:12]  Так, о чем тут рекоматились?
[01:31:12 --> 01:31:15]  Сидомами идут в констер.
[01:31:15 --> 01:31:16]  Сидомами идут в констер.
[01:31:16 --> 01:31:17]  Дядя.
[01:31:17 --> 01:31:18]  Вот, хорошо.
[01:31:18 --> 01:31:21]  Так, то есть какого года мы осмотрели.
[01:31:21 --> 01:31:22]  Смотреться.
[01:31:22 --> 01:31:24]  Ну и все иду, это что-то.
[01:31:24 --> 01:31:33]  Значит, по скумбре мы сушим порядка 50 минут.
[01:31:33 --> 01:31:41]  Если есть система управления воздуха обменным, значит, мы ставим 100% работы вентилятора,
[01:31:41 --> 01:31:43]  чтобы он на максимальных оборотах работал.
[01:31:43 --> 01:31:49]  И в программе ставим порядка 10 шагов по сушке.
[01:31:49 --> 01:31:54]  Значит, начинаем мы сушку с, ну обязательно, что в скумбре,
[01:31:54 --> 01:31:59]  предварительно, постояла, хотя бы час естественно образом подсушилась,
[01:31:59 --> 01:32:03]  при комнате температуре и потом начинаем нагрев.
[01:32:03 --> 01:32:09]  С 40 градусов до 60 градусов.
[01:32:09 --> 01:32:17]  Мы сушим ее и вот эти 20 градусов нужно подсушить.
[01:32:17 --> 01:32:19]  Применно за 40 минут.
[01:32:19 --> 01:32:22]  То есть, соответственно, у нас получается пол градусов в минуту.
[01:32:22 --> 01:32:24]  Мы делаем порядка 10 шагов.
[01:32:24 --> 01:32:28]  Например, первый шаг у нас с 40 градусов.
[01:32:28 --> 01:32:33]  С 40 градусов на этой температуре рыба проводит,
[01:32:33 --> 01:32:35]  там условно, 2 минуты.
[01:32:35 --> 01:32:39]  Следующий шаг мы делаем 44 градусов на этой температуре.
[01:32:39 --> 01:32:42]  То же проводит рыба 2 минуты.
[01:32:42 --> 01:32:47]  Следующий шаг мы делаем 40 в 8 градусов.
[01:32:47 --> 01:32:50]  Они начало 40 градусов.
[01:32:50 --> 01:32:54]  Потом 44 в 8 минут, потом 47 в 8 минут.
[01:32:54 --> 01:32:57]  Потом 52 градусов.
[01:32:57 --> 01:32:58]  И еще 8 минут.
[01:32:58 --> 01:33:00]  Там 54 градусов.
[01:33:00 --> 01:33:02]  Там 56 градусов в 8 минут.
[01:33:02 --> 01:33:04]  И потому 68 градусов в 8 минут.
[01:33:04 --> 01:33:05]  Так он будет в 8 шагов.
[01:33:05 --> 01:33:08]  Различных стлавных повышения температуры.
[01:33:08 --> 01:33:10]  За сломка верхняя на полностью открыла.
[01:33:10 --> 01:33:14]  Для того, чтобы, в 5 минут, мы максимально в 8 в 8 в 8 в 8 в 8 в 8 минут в камере.
[01:33:14 --> 01:33:16]  Таким образом, у нас происходит сушка.
[01:33:16 --> 01:33:22]  В любом случае, после сушки нужно посмотреть, что поверхность самая скумри была сухая.
[01:33:22 --> 01:33:27]  И образовался вот этот мешлочек.
[01:33:27 --> 01:33:31]  После того, как мы подсушили скумри, мы переходим на этап копчения.
[01:33:31 --> 01:33:36]  Значит, коптим мы при температуре 65 градусов по времени примерно 30 минут.
[01:33:36 --> 01:33:39]  Набираем примерно 2-3 кассеты до мгенератора.
[01:33:39 --> 01:33:43]  На этапе копчения мы практически полностью закрываем за сломку.
[01:33:43 --> 01:33:48]  После дымы генератора и за сломка основная выбора с дымы из камеры.
[01:33:48 --> 01:33:51]  Она заквита примерно половину.
[01:33:51 --> 01:34:02]  На следующем этапе мы переходим к варке в паратуре 75 в 8 в 8 в 8 градусов.
[01:34:02 --> 01:34:06]  Здесь мы говорим в отца, потому что разные технологии доводят скумри,
[01:34:06 --> 01:34:09]  и дорозной температуре внутри продукта.
[01:34:09 --> 01:34:15]  Там Александр Финьевский, из Краснодара, с которой мы видим, есть на сайте.
[01:34:15 --> 01:34:20]  Он помынул, как идут температуры варя, и идут температуры внутри 57 градусов.
[01:34:20 --> 01:34:23]  То есть на полу, горячей, как че не получается.
[01:34:23 --> 01:34:27]  Поглоств, у нас температуры в лажом, кому тоже чуть не до 70 градусов.
[01:34:27 --> 01:34:33]  В этом случае, в вас будет очень большие потери, и рыба будет не очень красиво.
[01:34:33 --> 01:34:35]  Она будет жухло, это какая вот.
[01:34:35 --> 01:34:41]  В основном рыбу горячего именно с кумблю, горячего, как общение делают условно полу, горячим способом.
[01:34:41 --> 01:34:46]  И доводят температуры, от 55-62 внутри, на самом рыбе.
[01:34:46 --> 01:34:51]  Значит, рыбу, изначально вставляет термощуп, который измеряет температуру внутри рыбины.
[01:34:51 --> 01:34:56]  И на этапе проварки уже ставите, что ходите, и продукты 60, например,
[01:34:56 --> 01:35:03]  или 57 градусов, тоже нужно будет поиграть на небольшом количестве продукции и понять какой,
[01:35:03 --> 01:35:06]  в итоге продукцию, хотите выдавать вы.
[01:35:06 --> 01:35:09]  Вот какой-то оценпотель, вас устраивает.
[01:35:09 --> 01:35:16]  И влажность на этапе проварки, у вас должна быть порядка в 65%.
[01:35:16 --> 01:35:23]  Вот желательно с кумблю, все-таки обвязывать, если вы, условно, дойдете,
[01:35:23 --> 01:35:28]  да уровня профессионализм, когда вы уже сможете не обвязывать, как например, это делать пересендер.
[01:35:28 --> 01:35:31]  Вот вот, в общем-то, в итоге можно не обвязывать.
[01:35:31 --> 01:35:34]  Но изначально я обрикарленовал все равно коптить горячие копчения,
[01:35:34 --> 01:35:37]  продутся горячего копчения, делайте в обвязке.
[01:35:37 --> 01:35:38]  Вот.
[01:35:38 --> 01:35:44]  Значит, мы по достижению температуры на этапе варки,
[01:35:44 --> 01:35:48]  привлажность 65% в вас, полук будет уже готов.
[01:35:48 --> 01:35:52]  Как достигать влажности на горячем копчения рыба я уже говорил,
[01:35:52 --> 01:35:56]  в основном регулировал влажность в образную заслонка,
[01:35:56 --> 01:35:58]  чем большим, и закрываем те выше у наслажность.
[01:35:58 --> 01:36:00]  Слишком высокую ложность делать нельзя.
[01:36:00 --> 01:36:03]  Больше не есть 80% в вас любосковетию попадать в серний,
[01:36:03 --> 01:36:07]  в отлебу не опрызет гидор раздреб, даже вагвязке у нее пойдет подут в личный,
[01:36:07 --> 01:36:09]  по самой кожице.
[01:36:09 --> 01:36:10]  Вот.
[01:36:10 --> 01:36:14]  Варить нужно при важности, в основном 65%
[01:36:14 --> 01:36:18]  а поддерживать влажность либо в образную заслонка,
[01:36:18 --> 01:36:22]  и только в образную заслонка, если у вас полная загрузка рамая,
[01:36:22 --> 01:36:26]  если у вас мало, и продукция на раме оттоспомещаю
[01:36:26 --> 01:36:30]  по нереоправлению на этапе проварки,
[01:36:30 --> 01:36:36]  выдавать в лагу импульсами, порядка 1, 1 секунда,
[01:36:36 --> 01:36:41]  подачи в лагии, опал за возбытом 15, 20, 25 секунд
[01:36:41 --> 01:36:44]  зависимости от давления воды в системе.
[01:36:44 --> 01:36:46]  Надеюсь, ответил на ваш вопрос.
[01:36:49 --> 01:36:50]  Спасибо.
[01:36:51 --> 01:36:53]  Как чинистный, пора импортуру влажность.
[01:37:00 --> 01:37:01]  Так.
[01:37:01 --> 01:37:04]  Если мы отривопросов больше нет,
[01:37:04 --> 01:37:08]  пишите, что понравилось, что не понравилось.
[01:37:08 --> 01:37:11]  Будем как обычно обрабатывать ваша обратная связь.
[01:37:11 --> 01:37:13]  Спасибо вам большое за внимание.
[01:37:13 --> 01:37:15]  Всем всего замечательно.
[01:37:34 --> 01:37:41]  Как вы населаете, где вы подвишите?
